UNITSB1,UNITSB2,UNITSB3,UNITSB4,UNITSB5,UNITSB6,UNITSB7,UNITSB8,UNITSB9,UNITSB10,UNITSB11,UNITSB12,UNITSB13,UNITSB14,UNITSB15,UNITSB16,UNITSB17,UNITSB18,UNITSB19,UNITSB20PL,CONCSSNUM,RCONTROL,OFFSTPARK,TOTCOLL,POTENTIAL,PERCCOMM,COMMRENT,HRSMNGMNT,OPPAY,OPINSUR,OPUTIL,OPREP,OPMNG,OPPROTH,OPSECUR,OPLAND,CPHEATAMT,CPRFAMT,CPWINAMT,CPDOORAMT,CPFLRAMT,CPEXTAMT,CPPLBAMT,CPELEAMT,CPKITAMT,CPBATAMT,CPSECAMT,CPSWIMAMT,CPPLGAMT,CPACCAMT,VOUCHNUM,SECT8NUM,PBS8VNUM,DEBTNUM,MTHMORT,MORTAMT,APPVAL,TERM,YRTRSRY,MTHTRSRY,PMTAMT,MORTAMT2,MORTAMT3,MORTAMT4,PMTAMT2,PMTAMT3,PMTAMT4,CURRATE_R,MARGINDEX_R,NUMUNITS_R,TRENOC_R,TRENNO_R,TRENVA_R,TOWNOC_R,TEMPOC_R,TEMPVA_R,TOWNVA_R,TOWNNO_R,TOTHVA_R,BED0_R,BED1_R,BED2_R,BED3_R,BED4_R,RENTNO_R,RENTLT200_R,RENT224_R,RENT249_R,RENT274_R,RENT299_R,RENT349_R,RENT399_R,RENT449_R,RENT499_R,RENT549_R,RENT599_R,RENT649_R,RENT699_R,RENT749_R,RENT799_R,RENT899_R,RENT999_R,RENT1099_R,RENT1499_R,RENT1999_R,RENT2499_R,RENT2500_R,MRKTVALPU_R,CAPEX_R,CAPEXPU_R,PURPRICE_R,MRKTVAL_R,OPOTHEX,CPOTHAMT,RENT1249_R,WEIGHT,CONTROLPUF,FMR22012,SURVYR,PROPOUT,PROPTYPE,FOVER20BLD,HOWMVAL,CONCSS,SENIOR,IELEC,IGAS,IWATER,ITRASH,IPARKING,IFITNESS,ILAUNDRY,IPOOL,IOTHFREE,COMMSPACE,MNGMNT,CPHEAT,CPROOF,CPWINDOW,CPDOOR,CPFLOOR,CPEXTER,CPPLUMB,CPELESYS,CPKITCH,CPBATH,CPSECSYS,CPSWIM,CPPLAYGR,CPACCESS,CPOTHUSC,OWNENT,VOUCHER,SECT8,PBS8V,GOVBELOW,RSUBSIDY,ELDERLY,LOWINCTC,GOVGRANT,TXCREDIT,TAXDEPREC,PRIVATE,BENEOTH,NOTSUBSDZ,DKSUBSDZ,HISTORIC,LOWINCTEN,LOWINAREA,ECONDEVLP,APPEAL,OTHRCV,DEBT,WHYNOMRT,MORTGAGE,CONTRACT,LINECRDT,OTHLOAN,GUARANTEE,CROSSCOLL,MOREPROPS,APPVALDK,MORTKIND,MORTGET,MORTPAY,DIFFLOAN,FIXADJ,ARM,TIED2INX,MRKTINX,REGPAY,PMTFREQ,RPIPRIN,RPIINT,RPIPRPINS,RPIPMI,RPIPRPTAX,RPIOTH,PMTFREQ2,PMTFREQ3,PMTFREQ4,RPIPRIN2,RPIINT2,RPIOTH2,RPIPRIN3,RPIINT3,RPIOTH3,RPIPRIN4,RPIINT4,RPIOTH4,INSURED2,INSURED3,INSURED4,OUTCOME,JROPOUT,JROPTYPE,JROLDBLG,JRNEWBLG,JRPROPACQ,JRSMNGMNT,JOMMSPACE,JOUCHER,JOUCHNUM,JECT8NUM,JECT8,JERCCOMM,JONCSS,JCONTROL,JTHEXP,JPHEAT,JPHEATAMT,JPROOF,JPWINDOW,JPDOOR,JPFLOOR,JPEXTER,JPPLUMB,JPELESYS,JPKITCH,JPBATH,JPSECSYS,JPSWIM,JPPLAYGR,JPACCESS,JPOTHUSC,JEBTNUM,JEBT,JRMORT,JIED2INX,JEGPAY,JIXADJ,JORTGAGE,JORTAMT,JPPVAL,JTHTRSRY,JPIOTH,JPIOTH2,JPIOTH3,JPIOTH4,NUMCAT_R,NUMBLD_R,YROLDBLG_R,YRNEWBLG_R,YRPROPACQ_R,YRMORT1_R,YRMORT2_R,YRMORT3_R,YRMORT4_R,OPTAX_R,INSURED_R
16,16,8,8,8,4,2,16,8,4,4,3,4,16,4,4,2,2,-8,-8,0,0,176,737000,950000,-9,0,-8,0,24000,0,30000,36000,0,0,5000,-8,-8,-8,-8,21000,-8,14000,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,3400000,4200000,30,-8,-8,22000,-8,-8,-8,-8,-8,-8,6.03,-8,129,105,6,15,0,2,0,0,0,0,5,20,82,21,0,1,0,0,0,0,0,0,0,25,0,20,0,84,0,0,0,0,0,0,0,0,0,0,32558,76368,592,4200000,4200000,-8,41368,0,170.0130513,9999002330,750,2012,3,2,-8,6,3,2,2,2,2,1,1,3,2,1,2,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,2,2,2,2,2,-8,1,10,10,2,1,-8,-8,-8,1,2,1,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,18,5,3,6,5,-8,-8,-8,16,1
8,10,10,8,8,10,8,10,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,0,127,1135206,1346075,-8,-8,-8,88440,11653,49275,13860,39021,3555,0,24600,-8,-8,-8,-8,-8,-8,-8,-8,179527,-9,-8,-8,-8,-8,20,21,-8,1,12,3500000,-9,30,-9,-9,-8,-8,-8,-8,-8,-8,-8,5.4,-9,72,69,0,1,0,2,0,0,0,0,0,0,55,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,-9,179527,2493,2962000,-9,35000,-8,0,32.68815909,9999002331,1500,2012,3,2,-8,-9,3,2,2,2,2,2,1,3,2,3,3,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,1,1,2,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,3,3,3,3,-9,1,-8,2,2,2,1,2,2,2,1,1,9,9,1,2,7,-9,-9,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,503,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,8,6,4,3,2,-8,-8,-8,16,8
40,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,10,382595,382595,-8,-8,-8,62386,6000,78095,15500,30607,0,0,1500,-8,-8,-8,-8,-8,-8,-8,8500,16000,-8,-8,-8,-8,-8,3,-8,-8,1,4,1550000,-9,30,-8,-8,3406,-8,-8,-8,-8,-8,-8,-9,-8,40,40,0,0,0,0,0,0,0,0,0,3,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,27,10,0,0,0,0,0,189425,74500,1863,7577000,7577000,-9,50000,0,41.09674823,9999002333,1400,2012,3,2,-8,3,1,2,2,1,1,1,1,3,1,3,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,1,2,2,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,2,1,2,2,2,1,1,-8,1,2,2,2,2,2,2,1,4,1,1,2,1,-8,-8,-8,1,2,1,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,503,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,8,-8,5,4,-8,-8,-8,2,6
1,7,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,8,123600,123600,-8,-8,20,0,6000,800,12000,0,3000,0,0,8000,-8,-8,500,-8,-8,-8,-8,-8,500,-8,-8,-8,-8,3,-8,-8,1,-9,650000,700000,30,-9,-9,-9,-8,-8,-8,-8,-8,-8,-9,-9,8,8,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,-9,9000,1125,700000,-9,-8,-8,0,1200.45402,9999002337,1400,2012,3,2,-8,8,-9,2,2,2,1,1,1,3,2,3,3,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,2,2,1,2,2,-8,2,1,1,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,504,-9,-9,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,4,3,4,4,-8,-8,-8,11,-9
28,28,28,28,28,28,28,28,28,28,28,28,28,-8,-8,-8,-8,-8,-8,-8,336,0,700,4022665,5532535,-8,-8,-8,409431,0,437965,150917,160414,83652,53002,75142,8205,18927,1737,869,75924,113876,3461,1627,5001,5001,-8,13473,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,364,364,0,0,0,0,0,0,0,0,0,152,140,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,72,0,0,0,-9,286991,788,-9,-9,78882,38890,140,2.408570049,9999002339,950,2012,3,2,-8,-9,-9,2,2,3,2,2,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,9,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,3,-9,2,3,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,503,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,1,-9,1,1,1,1,1,1,1,1,1,-9,1,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,13,8,6,8,-8,-8,-8,-8,0,-8
27,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,80,233459,312052,-8,-8,-8,12200,3570,13946,11996,0,0,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,6,2850000,-9,7,-8,1,20806,-8,-8,-8,-8,-8,-8,4,2.4,27,24,0,3,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,4,0,0,0,0,0,7,2,0,1,1,3,9,0,0,0,0,47963,-8,-8,1032000,1295000,-8,-8,0,253.5026019,9999002341,650,2012,3,2,-8,1,1,2,2,3,2,1,2,1,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,1,2,1,3,1,1,2,1,1,1,2,1,1,2,1,2,1,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,7,-8,4,7,-8,-8,-8,14,8
3,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,5,34500,40000,-8,-8,15,0,900,5000,5000,0,0,0,0,3000,-8,-8,-8,-8,-8,-8,1000,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,1,150000,495000,15,-8,-8,800,60000,-8,-8,360,-8,-8,5,2,5,5,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,90000,4000,800,125000,450000,-8,-8,0,2242.569958,9999002344,750,2012,3,2,-8,7,1,2,1,1,1,1,1,3,1,3,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,2,2,1,2,1,2,2,-8,3,1,1,1,2,1,1,8,1,2,-9,1,-9,-9,-9,-9,2,-8,-8,1,1,-9,-8,-8,-8,-8,-8,-8,4,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,1,5,3,4,2,-8,-8,5,8
28,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,28,0,305685,354281,10,28600,-8,0,9500,48000,10000,-9,5000,0,0,6000,-8,-9,-9,-8,6000,-8,2000,-8,3000,-8,-8,-8,-8,3,-8,-8,1,4,1300000,3200000,10,-8,-8,14046,-8,-8,-8,-8,-8,-8,3.75,-8,28,27,0,1,0,0,0,0,0,0,0,5,13,10,0,0,2,0,0,0,0,1,0,0,2,2,0,4,2,0,1,2,0,1,6,1,0,0,114286,17000,607,3200000,3200000,7000,-8,4,41.09674823,9999002345,1400,2012,3,2,-8,2,-9,1,2,1,1,1,3,3,3,3,3,1,2,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,4,1,2,2,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,2,2,2,1,-8,1,2,2,2,2,2,2,-8,1,1,1,2,1,-8,-8,-8,1,2,1,1,-9,-9,1,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,1,-8,9,8,-8,-8,-8,13,8
51,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,18,9937,9937,-8,-8,-8,61220,17999,80607,56150,33348,17000,79885,0,2000,450000,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,50,1,8,4315950,-9,40,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,-8,51,50,0,0,0,1,0,0,0,0,13,37,1,0,0,0,70,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,452000,8863,4316000,-9,28800,-8,0,172.9909869,9999002346,1400,2012,3,2,-8,1,1,1,2,1,1,1,1,3,1,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,2,1,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,2,2,2,1,-8,2,2,2,1,2,2,2,1,4,12,12,1,1,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,503,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,1,7,-8,4,3,-8,-8,-8,16,7
2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,2,24300,32400,-8,-8,40,0,2000,1000,1750,0,5000,0,0,-8,-8,800,-8,1000,1000,25,-8,5000,1000,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,150000,8825,4413,30000,300000,-8,-8,0,4476.352182,9999002347,1500,2012,3,1,-8,6,1,2,2,2,2,1,1,3,2,3,3,2,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,7,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,3,-8,2,-8,-8,-8,-8,10,-8
6,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,10,30000,39600,-8,-8,10,0,1500,200,1000,0,0,0,360,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,4,400000,400000,15,-8,-8,2300,-8,-8,-8,-8,-8,-8,7,1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,66667,-8,-8,300000,400000,-8,-8,0,2656.616539,9999002350,700,2012,3,2,-8,5,1,2,2,3,2,2,1,3,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,2,2,1,2,2,-8,4,1,1,2,2,4,1,3,1,2,1,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,8,-8,5,4,-8,-8,-8,5,8
35,34,43,43,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,155,56,2423632,2464632,-8,-8,-8,298625,72443,172617,318551,125201,7900,0,0,-8,16280,-8,-8,-8,-8,-8,-8,74561,26570,-8,-8,-8,-8,3,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,155,152,2,0,0,1,0,0,0,0,25,97,32,1,0,0,0,0,0,0,0,0,0,1,1,0,1,5,5,4,4,8,9,17,17,62,13,2,129032,117411,757,-9,20000000,21430,-8,15,10.34047214,9999002351,1500,2012,3,2,-8,7,1,2,2,1,1,1,2,3,2,3,3,2,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,503,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,4,3,-9,1,-8,-8,-8,-8,18,-8
30,17,19,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,18,0,585605,631305,2,58100,-8,77292,29822,235418,120869,44537,24506,0,0,-8,-8,-8,1500,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,5,-8,1,2,3626946,-9,30,-8,-8,2000,-8,-8,-8,-8,-8,-8,1,-8,66,66,0,0,0,0,0,0,0,0,0,15,38,13,0,0,0,0,0,0,0,2,0,3,2,0,2,7,2,12,17,12,6,1,0,0,0,0,75758,1500,23,4600000,5000000,-8,-8,0,40.06413577,9999002352,1400,2012,3,2,-8,5,1,2,2,1,1,3,3,3,3,3,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,2,1,2,2,2,2,1,-8,1,2,2,2,1,2,2,1,1,4,3,1,1,-8,-8,-8,1,2,-9,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,503,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,3,-9,-9,4,3,-8,-8,-8,12,1
4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,3,15000,23640,-9,0,40,0,1442,923,2400,0,75,0,900,-8,-8,-8,-8,-8,9600,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,5,167000,-9,15,-8,-8,1667,-8,-8,-8,-8,-8,-8,4.5,-8,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-9,9600,2400,187000,-9,-9,-8,0,2238.176091,9999002353,700,2012,3,1,-8,-9,1,2,2,2,1,1,1,3,2,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,-9,1,-8,1,-9,-9,-9,2,2,2,-9,2,1,1,2,1,-8,-8,-8,1,2,1,1,1,-9,1,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-8,6,7,-8,-8,-8,9,8
52,54,47,40,42,36,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,271,100,3700000,3761000,1,48000,160,537000,248000,125000,398000,276000,68000,0,24000,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,271,0,0,10,0,2,0,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-8,-8,0,-9,-8,-8,0,9.081699865,9999002354,1500,2012,3,2,-8,-9,3,2,2,1,1,1,2,3,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,504,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,6,3,1,1,-8,-8,-8,-8,18,-8
48,48,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,204,859181,879944,-8,-8,-8,46040,33165,77180,68914,45072,1284,0,10215,-8,41995,-8,1099,16921,-8,-8,-8,19022,-8,-8,-8,-8,-8,-8,-8,-8,1,6,1600000,-9,15,-8,-8,22107,-8,-8,-8,-8,-8,-8,5.025,-8,96,94,0,2,0,0,0,0,0,0,0,42,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7,40,14,0,0,0,0,0,0,53625,147806,1540,3300000,5148000,-9,68769,0,20.12830813,9999002356,900,2012,3,2,-8,1,1,2,2,1,1,1,2,3,2,3,1,2,3,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,4,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,2,2,2,2,2,1,2,1,1,2,1,-8,-8,-8,1,2,1,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,2,5,3,4,3,-8,-8,-8,15,8
3,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,30000,30000,-8,-8,12,1500,2200,700,2000,0,0,0,600,3000,-8,-8,300,600,-8,1100,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,5,275000,275000,31,-8,-8,1973,-8,-8,-8,-8,-8,-8,6.5,-8,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,91667,5000,1667,275000,275000,-8,-8,0,4476.352182,9999002357,1400,2012,3,1,-8,6,1,2,2,2,1,1,3,3,3,3,3,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,2,2,1,2,2,-8,1,2,2,2,1,-8,-8,-8,1,2,1,1,-9,-9,1,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,-8,8,7,-8,-8,-8,7,4
