UNITSB1,UNITSB2,UNITSB3,UNITSB4,UNITSB5,UNITSB6,UNITSB7,UNITSB8,UNITSB9,UNITSB10,UNITSB11,UNITSB12,UNITSB13,UNITSB14,UNITSB15,UNITSB16,UNITSB17,UNITSB18,UNITSB19,UNITSB20PL,CONCSSNUM,RCONTROL,OFFSTPARK,TOTCOLL,POTENTIAL,PERCCOMM,COMMRENT,HRSMNGMNT,OPPAY,OPINSUR,OPUTIL,OPREP,OPMNG,OPPROTH,OPSECUR,OPLAND,CPHEATAMT,CPRFAMT,CPWINAMT,CPDOORAMT,CPFLRAMT,CPEXTAMT,CPPLBAMT,CPELEAMT,CPKITAMT,CPBATAMT,CPSECAMT,CPSWIMAMT,CPPLGAMT,CPACCAMT,VOUCHNUM,SECT8NUM,PBS8VNUM,DEBTNUM,MTHMORT,MORTAMT,APPVAL,TERM,YRTRSRY,MTHTRSRY,PMTAMT,MORTAMT2,MORTAMT3,MORTAMT4,PMTAMT2,PMTAMT3,PMTAMT4,CURRATE_R,MARGINDEX_R,NUMUNITS_R,TRENOC_R,TRENNO_R,TRENVA_R,TOWNOC_R,TEMPOC_R,TEMPVA_R,TOWNVA_R,TOWNNO_R,TOTHVA_R,BED0_R,BED1_R,BED2_R,BED3_R,BED4_R,RENTNO_R,RENTLT200_R,RENT224_R,RENT249_R,RENT274_R,RENT299_R,RENT349_R,RENT399_R,RENT449_R,RENT499_R,RENT549_R,RENT599_R,RENT649_R,RENT699_R,RENT749_R,RENT799_R,RENT899_R,RENT999_R,RENT1099_R,RENT1499_R,RENT1999_R,RENT2499_R,RENT2500_R,MRKTVALPU_R,CAPEX_R,CAPEXPU_R,PURPRICE_R,MRKTVAL_R,OPOTHEX,CPOTHAMT,RENT1249_R,WEIGHT,CONTROLPUF,FMR22012,SURVYR,PROPOUT,PROPTYPE,FOVER20BLD,HOWMVAL,CONCSS,SENIOR,IELEC,IGAS,IWATER,ITRASH,IPARKING,IFITNESS,ILAUNDRY,IPOOL,IOTHFREE,COMMSPACE,MNGMNT,CPHEAT,CPROOF,CPWINDOW,CPDOOR,CPFLOOR,CPEXTER,CPPLUMB,CPELESYS,CPKITCH,CPBATH,CPSECSYS,CPSWIM,CPPLAYGR,CPACCESS,CPOTHUSC,OWNENT,VOUCHER,SECT8,PBS8V,GOVBELOW,RSUBSIDY,ELDERLY,LOWINCTC,GOVGRANT,TXCREDIT,TAXDEPREC,PRIVATE,BENEOTH,NOTSUBSDZ,DKSUBSDZ,HISTORIC,LOWINCTEN,LOWINAREA,ECONDEVLP,APPEAL,OTHRCV,DEBT,WHYNOMRT,MORTGAGE,CONTRACT,LINECRDT,OTHLOAN,GUARANTEE,CROSSCOLL,MOREPROPS,APPVALDK,MORTKIND,MORTGET,MORTPAY,DIFFLOAN,FIXADJ,ARM,TIED2INX,MRKTINX,REGPAY,PMTFREQ,RPIPRIN,RPIINT,RPIPRPINS,RPIPMI,RPIPRPTAX,RPIOTH,PMTFREQ2,PMTFREQ3,PMTFREQ4,RPIPRIN2,RPIINT2,RPIOTH2,RPIPRIN3,RPIINT3,RPIOTH3,RPIPRIN4,RPIINT4,RPIOTH4,INSURED2,INSURED3,INSURED4,OUTCOME,JROPOUT,JROPTYPE,JROLDBLG,JRNEWBLG,JRPROPACQ,JRSMNGMNT,JOMMSPACE,JOUCHER,JOUCHNUM,JECT8NUM,JECT8,JERCCOMM,JONCSS,JCONTROL,JTHEXP,JPHEAT,JPHEATAMT,JPROOF,JPWINDOW,JPDOOR,JPFLOOR,JPEXTER,JPPLUMB,JPELESYS,JPKITCH,JPBATH,JPSECSYS,JPSWIM,JPPLAYGR,JPACCESS,JPOTHUSC,JEBTNUM,JEBT,JRMORT,JIED2INX,JEGPAY,JIXADJ,JORTGAGE,JORTAMT,JPPVAL,JTHTRSRY,JPIOTH,JPIOTH2,JPIOTH3,JPIOTH4,NUMCAT_R,NUMBLD_R,YROLDBLG_R,YRNEWBLG_R,YRPROPACQ_R,YRMORT1_R,YRMORT2_R,YRMORT3_R,YRMORT4_R,OPTAX_R,INSURED_R
47,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,19,397000,414000,-8,-8,-8,0,14200,23500,15700,16500,175,0,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,47,-8,1,10,1500000,-9,10,-8,-8,13565,-8,-8,-8,-8,-8,-8,5.39,-8,47,46,1,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,46809,-8,-8,-9,2200000,3500,-8,0,40.25661625,9999000123,800,2012,3,2,-8,1,1,1,2,1,1,1,1,3,2,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,2,2,2,2,2,1,2,4,3,1,1,-8,-8,-8,1,2,1,1,-9,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,503,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,5,-8,2,4,-8,-8,-8,15,7
9,13,8,8,8,8,8,8,6,8,8,8,8,-8,-8,-8,-8,-8,-8,-8,-8,0,216,480000,576000,-8,-8,-8,24000,25200,12000,9000,0,6000,0,3300,12000,-8,-8,-8,4000,-8,-8,-8,-8,-8,1200,1500,-8,-8,-8,-8,-8,1,3,4800000,5500000,10,-8,-8,24350,-8,-8,-8,-8,-8,-8,5.15,-8,108,102,0,6,0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,54,0,54,0,0,0,0,0,0,0,0,0,0,0,45000,18700,173,4860000,4860000,-8,-8,0,27.73795094,9999000125,600,2012,3,2,-8,6,1,2,2,3,1,1,1,3,2,1,3,2,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,4,3,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,2,2,2,2,2,-8,2,4,6,1,1,-8,-8,-8,1,2,1,1,1,-9,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,13,5,3,6,5,-8,-8,-8,12,8
16,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,24,48571,114000,-8,-8,3,0,7252,3029,2279,0,0,0,0,-8,-8,-8,-8,586,-8,-8,-8,1507,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,16,5,0,11,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,34375,2093,131,18900,550000,6831,-8,0,1431.805587,9999000126,750,2012,3,2,-8,8,1,2,2,3,2,1,1,3,3,3,3,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,5,-8,2,-8,-8,-8,-8,10,-8
6,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,5,26823,33300,-8,-8,-8,0,-9,1267,15285,4913,0,0,576,4485,-8,-8,-8,2881,-8,600,-8,1062,-8,-8,-8,-8,-8,-8,-8,-8,1,4,174846,-9,7,-8,-8,1568,-8,-8,-8,-8,-8,-8,5.25,-8,6,4,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30833,9028,1505,217000,185000,-9,-8,0,6023.179588,9999000127,650,2012,3,2,-8,6,2,2,2,2,1,1,1,3,1,3,2,2,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,2,2,3,3,2,1,1,1,1,1,1,-8,-8,-8,1,2,1,1,1,-9,1,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,4,-8,8,7,-8,-8,-8,6,9
6,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,0,46813,52413,-9,0,-8,0,3227,5266,5415,0,730,0,817,-8,-8,-8,96,1180,-8,-8,-8,77,-8,-8,-8,-8,-8,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,6,5,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,145000,1353,226,50000,870000,2129,-8,0,1143.289542,9999000128,1400,2012,3,2,-8,2,1,2,2,2,1,1,3,3,2,3,2,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,503,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,2,-8,3,-8,-8,-8,-8,6,-8
40,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,41,489331,489331,-8,-8,-8,0,36612,68885,75449,37680,8515,0,32395,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,14,-8,-8,1,10,3853000,5600000,30,-8,-8,17660,-8,-8,-8,-8,-8,-8,5.5,-8,40,40,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,18,0,0,0,125000,-8,-8,518000,5000000,19057,-8,4,41.09674823,9999000132,1000,2012,3,2,-8,7,1,2,2,1,1,1,1,3,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,-9,-9,-9,1,1,-9,1,-9,1,-9,-9,2,2,2,2,2,2,1,-8,1,2,2,2,2,2,2,-8,4,10,10,1,1,-8,-8,-8,1,2,-9,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,1,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,9,-8,6,7,-8,-8,-8,15,8
26,27,27,27,26,27,27,27,32,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,245,376,2465337,2530759,-8,-8,-8,0,47984,175265,115058,90946,9881,6000,0,-8,-8,9184,2341,30381,29568,10792,12175,-8,-8,-8,7217,700,-8,27,-8,-8,1,11,14400000,-9,15,-8,-8,40000,-8,-8,-8,-8,-8,-8,2.62,2.44,246,237,0,8,0,1,0,0,0,0,25,54,167,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,54,166,0,0,0,0,0,0,70077,119739,487,13625000,17239000,340070,17381,0,3.822923336,9999000133,1100,2012,3,2,-8,1,1,2,2,3,1,1,2,3,1,1,1,2,3,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,6,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,1,2,2,2,1,-8,1,2,2,2,1,2,2,1,1,12,6,1,2,7,1,8,1,2,1,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,9,4,2,5,4,-8,-8,-8,0,7
33,14,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,47,606503,639600,-8,-8,-8,15342,15997,62855,24093,23000,1835,0,0,-8,-8,-8,-8,3651,-8,-8,-8,-8,-8,-8,-8,-8,-8,6,6,6,1,-9,3600000,6000000,30,-8,-8,12800,-8,-8,-8,-8,-8,-8,6.5,-8,47,46,0,0,0,1,0,0,0,0,0,9,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,142553,3651,78,6000000,6700000,4733,-8,34,34.3064813,9999000138,1400,2012,3,2,-8,2,1,2,2,2,1,1,1,3,2,3,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,2,2,2,2,2,-8,1,1,1,2,1,-8,-8,-8,1,2,1,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,504,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,2,4,2,5,4,-8,-8,-8,16,8
2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,2,22800,22800,-8,-8,42,0,-9,2500,1000,0,0,0,0,-8,-8,-8,-8,-8,-8,-8,-8,400,-8,-8,-8,-8,-8,-8,-8,-8,1,1,105000,200000,31,-8,-8,1500,-8,-8,-8,-8,-8,-8,4.25,-8,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,95000,400,200,190000,190000,-8,-8,0,4476.352182,9999000139,850,2012,3,1,-8,1,-9,2,2,2,1,1,1,3,3,3,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,-9,-9,-9,1,2,2,-8,1,1,1,2,1,-8,-8,-8,1,2,1,1,1,1,1,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,-9,-8,8,8,-8,-8,-8,-9,9
15,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,6,90950,90950,-8,-8,-8,0,1886,965,10487,0,0,0,0,511,-8,-8,-8,1441,-8,-8,80,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,15,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,52067,7379,492,428000,781000,1819,5347,0,1364.02924,9999000140,800,2012,3,2,-8,1,1,2,2,2,1,1,2,2,2,2,2,2,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,4,-8,5,-8,-8,-8,-8,12,-8
2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,8,25560,28560,-8,-8,4,0,1500,250,800,0,875,0,600,-8,-8,-8,2957,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,6,270000,280000,3,-8,-8,1949,-8,-8,-8,-8,-8,-8,6,-8,4,3,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,70000,2957,739,284000,280000,-8,-8,0,7300.394559,9999000141,650,2012,3,1,-8,2,1,2,2,2,2,2,1,3,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,2,2,1,1,1,-8,2,2,2,1,1,-8,-8,-8,1,2,1,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,9,7,7,8,-8,-8,-8,7,8
41,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,41,220000,270000,-8,-8,30,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,15,-8,-8,1,-9,787000,1200000,10,-8,-8,-9,-8,-8,-8,-8,-8,-8,5.25,-8,41,35,0,6,0,0,0,0,0,0,0,6,29,6,0,0,0,0,0,0,0,0,0,0,6,0,29,0,6,0,0,0,0,0,0,0,0,0,26829,6517208,158956,-9,1100000,180000,6517208,0,40.25661625,9999000143,650,2012,3,2,-8,7,1,2,2,1,1,1,1,3,1,3,-9,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,2,2,1,2,2,-8,1,7,7,1,1,-8,-8,-8,1,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,504,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,4,-8,8,7,-8,-8,-8,-9,8
33,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,10,0,790826,800000,40,138000,249,24000,20000,8000,45000,0,10000,0,0,-8,-8,-8,-8,-8,10000,-8,-8,20000,10000,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,33,32,0,0,0,1,0,0,0,0,0,0,31,2,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,2,1,0,0,2,10,10,272727,40000,1212,200000,9000000,7000,-8,0,41.09674823,9999000146,1400,2012,3,2,-8,6,1,2,1,1,1,1,3,3,3,3,3,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,2,2,2,2,2,1,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,1,-8,2,-8,-8,-8,-8,17,-8
26,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,218091,218091,-8,-8,-8,7800,7056,15769,8767,0,3891,0,2131,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,26,26,0,0,0,0,0,0,0,0,12,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,13,1,0,0,0,0,0,71154,5158,198,17700,1850000,3309,5158,0,40.25661625,9999000147,900,2012,3,2,-8,1,1,2,2,1,1,1,3,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,2,-8,1,-8,-8,-8,-8,13,-8
36,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,9,0,0,300438,343438,-9,0,40,25200,12292,17036,6003,0,9460,0,4800,-8,-8,-8,-8,8015,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,36,35,0,3,0,1,0,0,0,0,0,17,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,26056,8015,223,61000,938000,-8,-8,0,32.62748039,9999000148,1400,2012,3,2,-8,1,5,2,1,1,1,1,1,3,2,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,4,-8,2,-8,-8,-8,-8,11,-8
8,8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,32,83170,86400,-9,0,45,0,1200,6620,0,0,-9,0,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,8,529000,-9,20,-9,-9,5300,-8,-8,-8,-8,-8,-8,6.39,-9,16,16,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38750,1300,81,525000,620000,3230,1300,0,1082.420637,9999000152,700,2012,3,2,-8,1,1,2,2,1,1,3,1,3,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,2,2,2,2,2,2,1,-8,1,2,2,2,1,2,2,1,1,1,1,2,2,5,-9,-9,1,2,1,1,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,501,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,7,5,8,7,-8,-8,-8,11,1
